title,news,summary
56(토) 임시점검 보상 추가 지급 안내.txt, 샬레운영사무국에서 안내드립니다. 일시적 시스템 오류로 일부 서버에 5/6토 임시점검 보상이 2회 지급되어 안내 드립니다. 연휴 기간 임시점검으로 불편하셨을 선생님께 송구스러운 마음과 함께 추가 지급된 보상은 회수가 아닌 유지하는 방향으로 결정하였습니다. 이에 임시점검 보상 2회분은 모두 수령하셔도 무방한 점 참고 부탁드립니다. 5/6토 임시점검 보상 청휘석 240개 2회분 총 480개 아울러 보상이 1회만 지급된 서버는 시스템 오류 수정이 완료되는 대로 빠른 시일 내 동일한 추가 보상이 우편함으로 지급될 예정입니다. 우편 보관일 7일 감사합니다. ,일시적 시스템 오류로 일부 서버에 5월 6일 임시점검 보상이 2회 지급 되어 1회만 지급된 서버는 추가 지급될 예정입니다.
"59(화) 마키, 코하루 픽업 모집 안내.txt", 5월 9일화 오전 11시부터 마키와 코하루의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 5월 9일화 픽업 모집 픽업 모집 기간 5월 9일화 오전 11시 5월 16일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 마키3 모집에서는 마키3의 픽업 확률이 적용됩니다. 마키 코하루는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 마키 코하루를 선택 영입할 수 있습니다. 1 마키3 픽업 모집 2 복각 코하루3 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 5/9화 업데이트 상세 안내에서도 확인하실 수 있습니다.,5월 9일 부터 5월 16일 까지 마키 코하루 픽업 모집이 시작됩니다.
"613(화) 세리나(크리스마스), 하나에(크리스마스) 픽업 모집 안내.txt", 6월 13일화 점검 이후 세리나크리스마스 하나에크리스마스의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 6월 13일화 픽업 모집 픽업 모집 기간 6월 13일화 점검 후 6월 27일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 세리나3 크리스마스 모집에서는 세리나3 크리스마스의 픽업 확률이 적용됩니다. 세리나크리스마스 하나에크리스마스는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 세리나크리스마스 하나에크리스마스를 선택 영입할 수 있습니다. 1 세리나3 크리스마스 픽업 모집 2 하나에3 크리스마스 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 6/13화 업데이트 상세 안내에서도 확인하실 수 있습니다.,6월 13일 부터 6월 27일까지 세리나크리스마스 하나에크리스마스 픽업 모집이 시작됩니다. 
614(화) 하츠네 미쿠 특별 픽업 모집 안내.txt, 6월 14일화 점검 후부터 하츠네 미쿠의 특별 픽업 모집이 시작됩니다. 하츠네 미쿠의 모집을 원하신다면 특별 픽업 기간을 잘 활용해 보세요 하츠네 미쿠3 특별 픽업 모집 기간 6월 14일화 점검 후 6월 28일화 낮 12시한국 기준 하츠네 미쿠3 모집에서는 하츠네 미쿠의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 하츠네 미쿠를 선택 영입할 수 있습니다. 하츠네 미쿠는 특별 픽업 기간 중 상시 모집에서 획득할 수 있습니다. 특별 픽업 기간 종료 이후 픽업/상시 모집에서 획득하실 수 없습니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 특별 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 6/14화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,6월 14일 부터 6월 28일 까지 하츠네 미쿠 특별 픽업 모집이 시작됩니다. 특별 픽업 기간 종료 이후 픽업/상시 모집에서 획득하실 수 없습니다.
615(목) 고객센터 점검 안내 (점검 중 11 문의 접수 불가).txt, 6월 15일목 고객센터 점검이 예정되어 안내 드립니다. 점검 중에는 11 문의 접수가 가능하지 않으니 이용에 참고 부탁드립니다. 6월 15일목 고객센터 점검 안내 1. 일시 6월 15일목 오전 4시 오전 8시 한국 시간 기준 2. 영향 점검 시간동안 11 문의 접수 불가 3. 점검 내용 고객센터 11 문의 시스템 점검 참고사항 게임은 고객센터 점검 시간에도 정상적으로 이용하실 수 있습니다. 해당 공지는 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,6월 15일 오전 4시부터 오전 8시 까지 고객센터 점검이 예정되어 있습니다.
616(금) 커뮤니티 점검 안내.txt, 6월 16일금 커뮤니티 점검이 예정되어 안내 드립니다. 점검 중에는 커뮤니티 이용이 가능하지 않으니 이용에 참고 부탁드립니다. 6월 16일금 커뮤니티 점검 안내 1. 일시 6월 16일금 오전 10시 오전 10시 15분 한국 시간 기준 2. 영향 점검 시간 동안 커뮤니티 이용 불가 3. 점검 내용 커뮤니티 서버 안정화 참고사항 게임은 커뮤니티 점검 시간에도 정상적으로 이용하실 수 있습니다. 해당 공지는 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,6월 16일 커뮤니티 점검이 10시 부터 10시 15분 까지 예정되어 있습니다.
"627(화) 하루나(새해), 후우카(새해) 특별 픽업 모집 안내.txt", 6월 27일화 점검 후 하루나새해 후우카새해의 특별 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 6월 27일화 픽업 모집 특별 픽업 모집 기간 6월 27일화 점검 후 7월 11일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 하루나3 새해 픽업 모집에서는 하루나3 새해의 픽업 확률이 적용 특별 픽업 학생은 특별 픽업 모집 기간에만 상시 모집에서도 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 하루나새해 후우카새해를 선택 영입할 수 있습니다. 기간은 정해지지 않았으나 특별 픽업 모집은 추후 다시 진행될 수 있습니다. 1 하루나3 새해 특별 픽업 모집 2 후우카3 새해 특별 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 특별 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 6/27화 업데이트 상세 안내에서도 확인하실 수 있습니다.,6월 27일 부터 7월 11일 까지 하루나새해 후우카새해 특별 픽업 모집이 시작됩니다. 특별 픽업 학생은 특별 픽업 모집 기간에만 상시 모집에서도 획득할 수 있습니다.
628(화) 아코 픽업 모집 안내.txt, 6월 28일화 점검 후부터 아코의 픽업 모집이 시작됩니다. 아코의 모집을 원하신다면 픽업 기간을 잘 활용해 보세요 아코3 픽업 모집 기간 6월 28일화 점검 후 7월 12일화 낮 12시한국 기준 아코3 모집에서는 아코의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 아코를 선택 영입할 수 있습니다. 아코는 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 6/28화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,6월 28일 부터 7월 12일 까지 아코의 픽업 모집이 시작됩니다.
"66(화) 아리스, 유즈, 미도리_모모이 픽업 모집 안내.txt", 6월 6일화 오전 11시부터 아리스 유즈 미도리모모이의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 6월 6일화 픽업 모집 픽업 모집 기간 6월 6일화 오전 11시 6월 13일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 아리스3 모집에서는 아리스3의 픽업 확률이 적용됩니다. 아리스 유즈 미도리 모모이는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 아리스 유즈 미도리를 선택 영입할 수 있습니다. 모모이는 선택 영입할 수 없습니다. 1 복각 아리스3 픽업 모집 2 복각 유즈3 픽업 모집 3 복각 미도리3 모모이2 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 5/30화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"6월 6일 부터 6월 13일 까지 아리스, 유즈, 미도리, 모모이 픽업 모집이 시작됩니다."
"711(화) 미네, 세나, 치히로 픽업 모집 안내.txt", 7월 11일화 점검 후 미네 세나 치히로의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 7월 11일화 픽업 모집 픽업 모집 기간 7월 11일화 점검 후 7월 25일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 미네3 픽업 모집에서는 미네3의 픽업 확률이 적용됩니다. 미네 세나 치히로는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 미네 세나 치히로를 선택 영입할 수 있습니다. 1 미네3 픽업 모집 2 복각 세나3 픽업 모집 3 복각 치히로3 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 7/11화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"7월 11일 부터 7월 25일 까지 미네, 세나, 치히로 픽업 모집이 시작됩니다."
"712(화) 체리노(온천), 치나츠(온천) 픽업 모집 안내.txt", 7월 12일화 점검 후부터 체리노온천 치나츠온천의 픽업 모집이 시작됩니다. 체리노온천 치나츠온천의 모집을 원하신다면 픽업 기간을 잘 활용해 보세요 체리노온천 3 픽업 모집 기간 7월 12일화 점검 후 7월 26일화 낮 12시 한국 기준 체리노온천 3 모집에서는 체리노온천의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 체리노온천을 선택 영입할 수 있습니다. 체리노온천은 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 체리노온천 픽업에서 토모에 1는 등장하지 않습니다. 치나츠온천 3 픽업 모집 기간 7월 12일화 점검 후 7월 26일화 낮 12시 한국 기준 치나츠온천 3 모집에서는 치나츠온천의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 치나츠온천을 선택 영입할 수 있습니다. 치나츠온천은 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 치나츠온천 픽업에서 토모에 1는 등장하지 않습니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 토모에1는 이벤트를 통해 획득 가능한 캐릭터로 상시 모집 픽업 모집에서 획득할 수 없습니다. 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 7/12화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,"7월 12일 부터 7월 26일 까지 체리노온천, 치나츠온천의 픽업 모집이 시작됩니다."
725(화) 미카 페스 모집 안내.txt, 7월 25일화 점검 후 미카의 페스 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 7월 25일화 페스 모집 페스 모집 기간 7월 25일화 점검 후 8월 1일화 오전 10시 59분 페스 모집 기간동안 3 학생 그룹의 획득 확률 합산 수치가 2배로 증가합니다. 기존 3.0 페스 모집 기간 6.0 / 미카 획득 확률 0.700000 페스 모집 학생은 페스 모집 기간에만 획득할 수 있으며 해당 기간에는 상시 모집이 진행되지 않습니다. 페스 모집 기간에 모집 포인트를 사용하여 미카를 선택 영입할 수 있습니다. 기간은 정해지지 않았으나 특별 픽업 모집은 추후 다시 진행될 수 있습니다. 페스 모집 기간동안 이전 페스 모집 학생인 와카모 호시노수영복가 획득 가능 학생 목록에 추가됩니다. 1 미카3 페스 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 페스 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 페스 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 유의사항 페스 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 페스 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 페스 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 페스 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 페스 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 7/25화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"7월 25일 부터 8월 1일 까지 미카의 페스 모집이 시작됩니다. 페스 모집 기간동안 3성 학생 그룹의 획득 합산 수치가 2배로 증가합니다. 미카 획득 확률 0.70000 이며 어전 페스 모집 학생인 와카모, 호시노수영복이 획득 가능학생 목록에 추가됩니다."
726(화) 노도카(온천) 픽업 모집 안내.txt, 7월 26일화 점검 후부터 노도카온천의 픽업 모집이 시작됩니다. 노도카온천의 모집을 원하신다면 픽업 기간을 잘 활용해 보세요 노도카온천 3 픽업 모집 기간 7월 26일화 점검 후 8월 9일화 낮 12시한국 기준 노도카온천 3 모집에서는 노도카온천의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 노도카온천을 선택 영입할 수 있습니다. 노도카온천은 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 7/26화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,7월 26일 부터 8월 9일 까지 노도카온천 픽업 모집이 시작됩니다.
78(금) 서버 안정화 작업 안내.txt, 7/8금 서버 안정화 작업이 예정되어 있어 안내드립니다. 7월 8일금 서버 안정화 작업 안내 1. 일시 7월 8일금 오전 0시 오전 0시 10분 2. 영향 작업 시간 동안 게임 이용 가능하며 게임 이용 시 튕김 혹은 끊김 현상이 발생할 수 있습니다. 작업 시간 동안 신규 계정 생성 및 로그인이 가능하지 않을 수 있습니다. 참고사항 해당 공지는 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,7월 8일 서버 안정화 작업이 예정되어 있습니다.
"81(화) 메구, 칸나 픽업 모집 안내.txt", 8월 1일화 오전 11시부터 메구 칸나의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 8월 1일화 픽업 모집 픽업 모집 기간 8월 1일화 오전 11시 8월 11일금 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 메구3 픽업 모집에서는 메구3의 픽업 확률이 적용됩니다. 메구 칸나는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 메구 칸나를 선택 영입할 수 있습니다. 1 메구3 픽업 모집 2 칸나3 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 7/25화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"8얼 1일 부터 9월 11일 까지 메구, 칸나 픽업 모집이 시작됩니다."
810(수) 커뮤니티 점검 안내.txt, 8/10수 공식 커뮤니티 점검이 예정되어 있어 안내드립니다. 8/10수 공식 커뮤니티 점검 안내 1. 일시 8월 10일수 오전 11시 오전 11시 5분 2. 영향 작업 시간 동안 커뮤니티 접근 로그인 게시글 작성 등 모든 활동을 할 수 없습니다. 게임은 커뮤니티 점검 시간에도 정상적으로 이용하실 수 있습니다. 커뮤니티 점검 중 점검 페이지가 노출되거나 오류 메시지가 확인될 수 있습니다. 참고사항 커뮤니티 점검 상황에 따라 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,8월 10일 공식 커뮤니티 점검이 예정되어 있습니다.
"811(금) 사쿠라코, 우이, 히나타 픽업 모집 안내.txt", 8월 11일금 오전 11시부터 사쿠라코 우이 히나타의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 8월 11일금 픽업 모집 픽업 모집 기간 8월 11일금 오전 11시 8월 22일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 사쿠라코3 픽업 모집에서는 사쿠라코3의 픽업 확률이 적용됩니다. 사쿠라코 우이 히나타는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 사쿠라코 우이 히나타를 선택 영입할 수 있습니다. 1 사쿠라코3 픽업 모집 2 복각 우이3 픽업 모집 3 복각 히나타3 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 8/8화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"8월 11일 부터 8월 22일 까지 사쿠라코, 우이, 히나타의 픽업 모집이 시작됩니다."
